StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years
USC00363321,40.0962,-75.7513,152.4,PA,GLENMOORE,-5,19710101-20231228,81.8,52,19590401-20240504,66.0,0.0,53
USC00121256,37.8994,-86.7072,122.5,IN,CANNELTON,-5,19711001-20240401,82.8,53,19720701-20240430,53.0,43.6,53
USC00120830,40.8143,-85.1546,262.4,IN,BLUFFTON 6N,-5,19710701-20240202,89.3,53,19710601-20230603,53.0,91.8,53
USC00357817,43.1247,-121.0615,1336.5,OR,SILVER LAKE RS,-8,19680410-20211105,78.0,53,19681201-20201214,53.0,82.3,53
USC00252020,40.6092,-96.872,445.0,NE,CRETE 4ESE,-6,19720701-20240303,86.0,52,18930701-20240504,132.0,95.6,53
USC00313017,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),-5,19720701-20240417,89.0,52,18711101-20240503,154.0,79.6,53
USC00268822,39.0747,-119.1189,1310.6,NV,WABUSKA 6 SE,-8,19720601-20240402,92.8,52,19720601-20240430,53.0,88.7,53
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,-7,19720322-20240404,94.4,52,19720401-20240331,53.0,96.6,53
USC00417300,31.9633,-98.4941,372.2,TX,PROCTOR RESERVOIR,-6,19730701-20240318,72.9,51,19630601-20240503,62.0,83.7,52
USC00104845,43.6841,-114.3602,1795.3,ID,KETCHUM RANGER STATION,-7,19730301-20240401,77.3,51,19730501-20240504,52.0,92.9,52
USC00012675,31.297,-85.89,102.7,AL,ENTERPRISE 4 W,-6,19710401-20240402,81.3,53,19660601-20221212,57.0,84.3,52
USC00164739,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,-6,19720406-20231201,82.5,51,19720401-20240504,53.0,92.2,52
USC00048025,41.301,-123.133,687.3,CA,SAWYERS BAR RS,-8,19710601-20240402,78.3,53,19310312-20220202,92.0,19.0,52
USC00042749,41.988,-123.7183,520.6,CA,ELK VALLEY,-8,19710501-20240319,75.5,53,19380218-20220604,85.0,43.6,52
USC00463072,37.5894,-81.0925,1016.5,WV,FLAT TOP,-5,19480801-20240402,84.6,76,19310101-19990831,69.0,97.0,52
USC00058429,37.1787,-104.487,1837.9,CO,TRINIDAD,-7,19730501-20240401,92.4,51,18980701-20240502,127.0,89.2,52
USC00145210,38.5039,-95.7037,333.5,KS,MELVERN LAKE,-6,19730401-20240301,89.4,51,19730501-20240504,52.0,90.3,52
USC00276234,44.682,-71.5858,289.6,NH,NORTH STRATFORD,-5,19680918-20190828,75.6,51,19021101-20210802,120.0,36.4,52
USC00086842,30.2491,-85.6605,1.5,FL,PANAMA CITY 5N,-6,19711201-20240102,87.8,53,19720101-20231113,52.0,95.3,52
USC00020487,35.1989,-112.4886,1546.9,AZ,ASH FORK 3,-7,19480701-20240304,88.7,76,19400525-19991031,60.0,1.4,52
USC00290417,31.938,-108.7688,1371.9,NM,ANIMAS 3ESE,-7,19700101-20200728,91.2,50,19230501-20200612,98.0,86.2,51
USC00267612,38.8822,-119.3511,1524.0,NV,SMITH 6 N,-8,19730703-20240404,91.4,51,19730701-20230131,51.0,92.5,51
USC00394766,44.0643,-99.4606,444.4,SD,LAKE SHARPE PROJECT,-6,19740501-20240401,88.8,50,19720201-20240502,53.0,80.3,51
USC00046154,34.9455,-119.6827,658.4,CA,NEW CUYAMA FIRE STATION,-8,19731211-20240412,81.5,51,19740101-20240501,51.0,87.0,51
USC00353604,44.8773,-117.1095,808.6,OR,HALFWAY,-8,19741022-20240401,82.5,50,19360501-20240504,89.0,96.9,51
USC00117187,38.0405,-88.9883,138.7,IL,REND LAKE DAM,-6,19720301-20240301,78.8,52,19740301-20240504,51.0,44.4,51
USC00114629,37.9835,-89.9469,118.9,IL,KASKASKIA RIVER NAVIGATION LOCK,-6,19740401-20240406,84.9,50,19740401-20240504,51.0,89.2,51
USC00414982,33.7542,-99.1442,355.7,TX,LAKE KEMP,-6,19740819-20240409,86.2,50,19620401-20240503,63.0,84.1,51
USC00275868,43.3772,-72.1812,234.7,NH,NEWPORT,-5,19691120-20190501,81.1,50,19281101-20240430,97.0,34.3,51
USC00334403,39.7156,-82.6073,252.1,OH,LANCASTER,-5,19651210-20240401,85.1,59,19740401-20240502,51.0,51.9,51
USC00427026,39.5991,-110.8189,1688.6,UT,PRICE BLM,-7,19680717-20240416,94.1,56,19680901-20171130,50.0,48.2,50
USC00044712,38.492,-122.0039,57.0,CA,LAKE SOLANO,-8,19621001-20240401,93.4,62,19750801-20240504,50.0,97.3,50
USW00024139,46.6383,-113.1761,1219.2,MT,DRUMMOND AVIATION,-7,19630531-20121031,79.4,49,19270501-20120930,86.0,73.6,50
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,-7,19750101-20240412,87.1,49,19750301-20240502,50.0,96.4,50
USC00056023,40.7093,-104.7583,1584.7,CO,NUNN,-7,19480801-20240301,92.2,76,19480801-19970131,50.0,34.1,50
USC00167738,32.4219,-93.638,47.2,LA,RED RIVER RESEARCH STATION,-6,19751101-20240301,86.2,49,19751101-20240503,50.0,98.7,50
USC00470308,43.3042,-89.3453,320.6,WI,ARLINGTON,-6,19750605-20240402,77.0,49,19620601-20240503,63.0,97.9,50
USC00265880,37.2689,-115.1217,1016.2,NV,PAHRANAGAT WILDLIFE REF,-8,19650429-20140306,87.3,49,19640301-20150320,52.0,80.9,50
USC00391294,45.5488,-103.9744,951.0,SD,CAMP CROOK,-7,19750619-20240408,77.2,49,18930101-20240504,132.0,91.9,50
USC00012172,30.2505,-88.0775,2.4,AL,DAUPHIN ISLAND #2,-6,19750801-20240406,91.9,49,19750801-20240331,50.0,93.9,50
USC00477140,45.5397,-89.7477,445.0,WI,RICE RESERVOIR-TOMAHAWK,-6,19491101-20240401,92.1,75,19480601-19980531,51.0,0.4,50
USC00468777,39.4467,-79.5469,801.6,WV,TERRA ALTA NO 1,-5,19700901-20190925,87.3,49,19480801-20200107,73.0,73.5,50
USC00291982,35.6413,-106.3322,1694.7,NM,COCHITI DAM,-7,19670501-20240402,86.3,57,19750201-20240503,50.0,91.9,50
USC00022754,32.748,-109.1213,1115.6,AZ,DUNCAN,-7,19750828-20240405,80.4,49,19010521-20240331,124.0,64.3,50
USC00225361,33.1544,-88.5586,76.2,MS,MACON 3N,-6,19730301-20221212,79.5,49,19560901-20240504,69.0,54.2,50
USC00106230,47.4661,-115.8113,975.7,ID,MULLAN,-8,19720601-20240411,90.1,52,19751101-20240424,50.0,64.4,50
USC00368469,41.4039,-78.0183,284.1,PA,STEVENSON DAM,-5,19690701-20180901,76.8,49,19690901-20240504,56.0,97.2,50
USC00368868,41.8975,-77.1419,374.9,PA,TIOGA HAMMOND DAM,-5,19750401-20240305,74.8,49,19731206-20240504,52.0,52.0,50
USW00003951,32.3466,-94.6533,124.1,TX,LONGVIEW 11 SE,-6,19750812-20240312,87.3,49,19750901-20240501,50.0,95.4,50
USC00146374,39.7667,-99.3167,595.0,KS,PHILLIPSBURG,-6,19480801-20240422,92.2,76,18930101-19960328,104.0,92.3,49
USC00321362,47.5088,-99.1211,475.5,ND,CARRINGTON 4 N,-6,19760308-20240408,86.9,48,19670419-20240503,58.0,89.9,49
USC00046730,35.6277,-120.6855,222.5,CA,PASO ROBLES,-8,19760913-20240401,94.2,48,18940101-20240503,131.0,93.3,49
USC00120177,40.1167,-85.6813,256.9,IN,ANDERSON 1 N,-5,19740716-20221011,87.6,48,18950507-20240331,130.0,94.8,49
USW00003952,34.8353,-92.2596,171.6,AR,NORTH LITTLE ROCK WFO,-6,19760101-20240301,97.9,48,19761101-20240503,49.0,100.0,49
USC00361726,39.9969,-79.5963,274.3,PA,CONNELLSVILLE 2 SSW,-5,19640918-20240224,41.3,60,19760401-20240504,49.0,25.0,49
USC00425194,41.6661,-111.8913,1367.9,UT,LOGAN 5 SW EXP FARM,-7,19761027-20240309,90.6,48,19690501-20240430,56.0,96.9,49
USC00337559,39.9222,-81.4347,266.7,OH,SENECAVILLE LAKE,-5,19660401-20240301,71.1,58,19390501-20140129,76.0,63.5,49
USC00476939,45.8341,-89.5472,487.7,WI,RAINBOW RSVR-LK TOMAHAWK,-6,19480801-20240408,95.7,76,19460901-19960930,51.0,98.4,49
USC00043182,41.601,-122.8478,831.8,CA,FORT JONES RS,-8,19761117-20240401,89.3,48,19360109-20240502,89.0,75.5,49
USC00445595,38.3064,-79.7199,736.4,VA,MILL GAP,-5,19760901-20240228,72.2,48,19761001-20240504,49.0,51.3,49
USC00328792,48.3706,-100.3907,451.1,ND,TOWNER 2 NE,-6,19771005-20240402,93.7,47,18960201-20240430,129.0,86.9,48
USC00141612,38.9407,-95.3396,298.7,KS,CLINTON LAKE,-6,19770413-20240202,89.1,47,19770801-20240504,48.0,92.9,48
USC00321435,48.8624,-97.7015,274.0,ND,CAVALIER 7NW,-6,19770623-20240302,84.3,47,19270801-20240504,98.0,88.0,48
USC00018178,31.9172,-87.7347,118.9,AL,THOMASVILLE,-6,19671102-20140313,93.5,47,18910901-20140219,124.0,92.5,48
USC00120200,41.6639,-85.0183,310.9,IN,ANGOLA,-5,19770512-20240409,89.3,47,18930101-20240504,132.0,82.7,48
USC00404561,35.6213,-88.8456,112.5,TN,JACKSON EXP STA,-6,19771207-20240401,91.1,47,18910801-20240503,134.0,94.2,48
USC00336616,40.192,-81.2147,286.5,OH,PIEDMONT LAKE,-5,19670201-20231204,57.2,56,19490301-20140131,66.0,2.4,48
USC00292250,35.0883,-107.5177,1888.2,NM,CUBERO,-7,19770101-20240402,96.0,47,19770101-20240503,48.0,98.4,48
USC00430277,43.1002,-72.7836,344.4,VT,BALL MOUNTAIN LAKE,-5,19620914-20170830,79.2,55,19690501-20161205,48.0,71.7,48
USC00208443,43.3656,-83.5828,192.0,MI,VASSAR,-5,19770701-20240411,83.9,47,19630401-20240503,62.0,32.1,48
USC00451160,45.8677,-121.9733,345.6,WA,CARSON FISH HATCHERY,-8,19770823-20240403,84.7,47,19770901-20240430,48.0,94.9,48
USC00124837,41.6116,-86.7297,246.6,IN,LAPORTE,-6,19780401-20240407,81.7,46,18970401-20240504,128.0,61.8,47
USC00041497,40.1705,-121.0886,1389.9,CA,CANYON DAM,-8,19751017-20240402,88.2,49,19140101-20211128,108.0,94.5,47
USC00429717,37.2091,-112.9814,1230.8,UT,ZION NATIONAL PARK,-7,19781001-20240418,86.7,46,19040101-20240331,121.0,94.5,47
USC00326105,46.7005,-98.5839,428.2,ND,MONTPELIER,-6,19780417-20240404,93.4,46,19480802-20240504,77.0,1.0,47
USC00411429,29.8607,-98.1959,304.8,TX,CANYON DAM,-6,19780801-20240410,86.7,46,19610601-20240503,64.0,93.7,47
USC00324958,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,-6,19780919-20240102,83.7,46,18970401-20240504,128.0,87.2,47
USC00205567,43.461,-86.4177,198.1,MI,MONTAGUE 4 NW,-5,19780614-20240404,88.1,46,18930201-20240331,132.0,59.2,47
USC00391972,43.9611,-101.8605,723.3,SD,COTTONWOOD 2 E,-7,19780601-20240402,82.8,46,19090601-20240501,116.0,96.8,47
USC00227132,31.985,-90.9719,36.6,MS,PORT GIBSON 1 NE,-6,19691001-20150728,87.7,46,18931201-20240430,132.0,93.1,47
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,-7,19780401-20240408,91.7,46,19780501-20240426,47.0,97.9,47
USC00247894,46.5137,-114.091,1028.7,MT,STEVENSVILLE,-7,19780914-20240404,84.6,46,19110823-20240501,114.0,96.5,47
USC00241995,45.0108,-109.982,2280.8,MT,COOKE CITY 2 W,-7,19671025-20140627,68.9,47,19671101-20130630,47.0,90.7,47
USC00134101,41.6093,-91.5051,195.1,IA,IOWA CITY,-6,19790901-20240403,89.1,45,18930101-20240504,132.0,97.5,46
USC00394184,43.7483,-101.9413,743.7,SD,INTERIOR 3 NE,-7,19790901-20240401,81.7,45,19491119-20240430,76.0,86.8,46
USC00419270,30.594,-104.4928,1355.4,TX,VALENTINE,-6,19590501-20230427,95.0,64,19780601-20240331,47.0,89.9,46
USC00463544,38.934,-80.8318,224.9,WV,GLENVILLE,-5,19790901-20240318,73.6,45,18880101-20240502,137.0,92.5,46
USC00234919,37.5545,-91.8835,359.7,MO,LICKING 4N,-6,19790515-20240410,82.1,45,19360901-20240409,89.0,97.9,46
USC00441322,37.0375,-77.9462,100.6,VA,FORT PICKETT,-5,19740701-20190904,68.9,45,19721201-20240430,53.0,96.1,46
USW00094850,46.5313,-87.5491,431.3,MI,MARQUETTE WFO,-5,19790201-20240415,84.6,45,19591001-20240503,66.0,97.1,46
USC00246472,46.3158,-113.3,1606.3,MT,PHILLIPSBURG RANGER STATION,-7,19780913-20231213,87.6,45,19551013-20240430,70.0,92.7,46
USC00029158,34.9281,-112.8097,1551.4,AZ,WALNUT CREEK,-7,19790720-20240301,84.5,45,19151201-20240331,110.0,65.7,46
USC00488858,43.8089,-107.3617,1420.4,WY,TENSLEEP 16SSE,-7,19790901-20240405,86.6,45,19551126-20240407,70.0,92.7,46
USC00038052,35.2547,-90.7965,79.2,AR,WYNNE,-6,19790613-20240401,89.1,45,19080706-20240430,117.0,93.5,46
USC00314970,35.8457,-80.2599,231.6,NC,LEXINGTON,-5,19791201-20240411,83.5,45,19020901-20240331,123.0,74.6,46
USC00025635,34.6106,-111.8382,969.3,AZ,MONTEZUMA CASTLE NATIONAL MONUMENT,-7,19790719-20240223,87.1,45,19381012-20240331,87.0,95.2,46
USC00030832,35.0971,-93.9147,171.9,AR,BOONEVILLE 3 SSE,-6,19780406-20230927,88.3,45,19780401-20240504,47.0,95.0,46
USC00420336,38.6163,-109.6191,1247.5,UT,ARCHES NP HQS,-7,19800601-20240401,90.4,44,19800601-20240503,45.0,95.2,45
USC00102575,45.5525,-115.4612,1705.4,ID,DIXIE,-8,19780801-20220905,72.5,44,19520618-20240504,73.0,74.7,45
USC00050372,39.1852,-106.838,2491.7,CO,ASPEN 1SW,-7,19800625-20240401,92.8,44,19800701-20240331,45.0,95.8,45
USC00118020,37.1644,-88.4311,108.8,IL,SMITHLAND LOCK & DAM,-6,19801001-20240304,86.9,44,19801201-20240504,45.0,92.8,45
USC00443310,37.9458,-79.9542,539.5,VA,GATHRIGHT DAM,-5,19800501-20240401,89.9,44,19800601-20240504,45.0,99.0,45
USC00458059,48.3509,-120.7264,383.1,WA,STEHEKIN 4 NW,-8,19760804-20200117,66.8,44,19060120-20240504,119.0,89.7,45
USC00427064,40.2458,-111.6508,1392.9,UT,PROVO BYU,-7,19800901-20240402,95.4,44,19160401-20240504,109.0,52.2,45
USC00421308,37.7158,-109.0827,2060.4,UT,CEDAR POINT,-7,19740709-20180301,85.4,44,19570101-20180228,62.0,95.0,45
USC00174086,45.626,-70.246,370.0,ME,JACKMAN,-5,19750923-20190619,84.4,44,18940101-20240502,131.0,53.6,45
USC00238466,38.2597,-93.4136,229.8,MO,TRUMAN DAM & RESERVOIR,-6,19801201-20240402,75.9,44,19801201-20240504,45.0,88.7,45
USC00123082,40.2986,-86.5066,251.2,IN,FRANKFORT DISPOSAL,-5,19800601-20240402,83.7,44,19140101-20240504,111.0,96.4,45
USC00236357,39.9807,-95.1465,322.5,MO,OREGON,-6,19790701-20221020,50.8,43,18930101-20240315,132.0,85.9,44
USC00226718,30.3961,-88.478,3.7,MS,PASCAGOULA 3 NE,-6,19730412-20160502,71.3,43,19090201-20171128,109.0,66.0,44
USC00467018,40.1478,-80.7014,195.1,WV,PIKE ISLAND(LOCK AND DAM),-5,19811001-20240404,58.3,43,19811001-20240504,44.0,97.2,44
USC00237862,39.3902,-94.5497,275.5,MO,SMITHVILLE LAKE,-6,19811001-20240403,82.4,43,19811101-20240504,44.0,74.6,44
USC00278885,43.9099,-71.8878,216.4,NH,WARREN,-5,19480501-20181101,80.6,70,19420806-19910731,50.0,7.5,44
USC00487388,44.7764,-108.759,1332.6,WY,POWELL FIELD STATION,-7,19660808-20240401,92.2,58,19810401-20240430,44.0,95.0,44
USC00421590,40.9383,-111.1472,1984.2,UT,COALVILLE 13 E,-7,19741126-20171018,93.0,43,19741011-20171018,44.0,72.7,44
USC00413686,30.7188,-97.3211,169.2,TX,GRANGER DAM,-6,19800601-20240404,82.7,44,19800701-20230904,44.0,88.0,44
USC00152775,38.6873,-84.3585,249.6,KY,FALMOUTH,-5,19750201-20240401,48.8,49,18870901-20181215,132.0,30.5,44
USC00161899,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,-6,19740701-20170321,88.4,43,19740801-20200131,47.0,93.2,44
USC00419916,33.3038,-94.1584,86.0,TX,WRIGHT PATMAN DM & LK,-6,19811101-20240227,68.9,43,19740801-20240501,51.0,68.3,44
USC00420168,38.2486,-111.9608,1953.8,UT,ANGLE,-7,19810701-20240401,93.4,43,19810701-20240408,44.0,90.0,44
USC00407884,36.4161,-82.9838,413.0,TN,ROGERSVILLE 1 NE,-5,19820701-20240407,90.7,42,18890101-20240331,136.0,90.8,43
USC00402934,36.1422,-82.4261,524.3,TN,ERWIN 1 W,-5,19820901-20240401,89.7,42,19790601-20240430,46.0,94.6,43
USC00010390,34.7752,-86.9508,210.0,AL,ATHENS,-6,19820601-20240304,84.5,42,19410520-20240504,84.0,38.4,43
USC00322365,47.3466,-102.5869,666.6,ND,DUNN CENTER 1E,-7,19820401-20240203,75.5,42,19180101-20240504,107.0,87.5,43
USW00013766,35.9172,-75.7024,4.0,NC,MANTEO,-5,19820401-20240417,65.4,42,19450301-20240425,80.0,64.7,43
USC00292100,35.2488,-106.595,1531.9,NM,CORRALES,-7,19821106-20240405,78.6,42,19821006-20240430,43.0,86.1,43
USC00247292,48.7386,-113.4295,1389.9,MT,ST. MARY,-7,19810501-20240402,74.7,43,19810501-20230531,43.0,73.8,43
USC00360147,41.3579,-77.9264,283.5,PA,ALVIN R BUSH DAM,-5,19630101-20240301,84.2,61,19820726-20240504,43.0,7.3,43
USC00236402,38.0492,-93.7039,226.8,MO,OSCEOLA,-6,19820801-20240405,72.8,42,19551101-20240331,70.0,95.9,43
USC00410690,27.5969,-98.4162,115.8,TX,BENAVIDES #2,-6,19820720-20240409,85.9,42,19620701-20240504,63.0,79.9,43
USC00059096,40.0372,-106.2052,2328.4,CO,WILLIAMS FORK DAM,-7,19820601-20240401,87.4,42,19820601-20240504,43.0,98.6,43
USC00046521,39.5177,-121.553,52.1,CA,OROVILLE,-8,19821101-20240403,86.3,42,19530422-20240430,72.0,81.5,43
USC00406162,35.2243,-85.8414,563.9,TN,MONTEAGLE,-6,19820601-20240416,89.9,42,19381111-20240503,87.0,95.5,43
USC00405210,35.6502,-88.3904,157.6,TN,LEXINGTON,-6,19820601-20240401,75.4,42,19620901-20240503,63.0,85.3,43
USC00408108,35.1525,-88.3216,138.1,TN,SAVANNAH 6 SW,-6,19820306-20240402,91.0,42,18830301-20240501,142.0,85.7,43
USC00128784,40.2233,-86.1086,271.3,IN,TIPTON 5 SW,-5,19830501-20240401,93.8,41,19710801-20240504,54.0,80.4,42
USC00330862,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,-5,19830601-20240401,82.0,41,18930601-20240504,132.0,97.8,42
USC00143665,39.3618,-99.8279,649.8,KS,HILL CITY 1E,-6,19831001-20240411,86.6,41,19710301-20240504,54.0,71.1,42
USC00025924,31.4554,-110.968,1054.9,AZ,NOGALES 6 N,-7,19830902-20240402,81.6,41,19521001-20240502,73.0,95.1,42
USC00413507,30.6763,-97.7208,266.4,TX,GEORGETOWN LAKE,-6,19810801-20220502,80.1,41,19810701-20240504,44.0,91.7,42
USC00035908,33.8204,-93.3879,93.9,AR,PRESCOTT 2 NNW,-6,19820801-20231003,76.1,41,18900501-20240331,135.0,95.7,42
USC00112193,39.8288,-88.9505,194.8,IL,DECATUR WTP,-6,19831101-20240415,93.2,41,18930101-20240504,132.0,96.9,42
USC00418630,31.841,-100.9787,701.0,TX,STERLING CITY,-6,19770209-20180109,84.0,41,19260401-20240430,99.0,50.5,42
USC00381277,34.0905,-82.5883,161.5,SC,CALHOUN FALLS,-5,19831201-20240404,95.7,41,18990301-20240331,126.0,82.0,42
USC00214793,46.0039,-94.345,341.4,MN,LITTLE FALLS 2NNE,-6,19721019-20240401,79.7,52,18950101-20130526,119.0,85.3,42
USC00405089,35.2436,-87.3508,265.2,TN,LAWRENCEBURG FILT PLANT,-6,19830501-20240403,79.9,41,19541001-20240430,71.0,94.8,42
USC00157215,36.7462,-86.2259,226.5,KY,SCOTTSVILLE,-6,19841001-20240415,56.5,40,19460110-20240504,79.0,98.4,41
USC00166582,31.7722,-93.0955,39.6,LA,NATCHITOCHES,-6,19680701-20080530,89.1,40,18930301-20100831,118.0,72.7,41
USC00250622,40.2994,-96.75,395.3,NE,BEATRICE 1N,-6,19841101-20240301,89.1,40,19841101-20240504,41.0,68.1,41
USC00241202,48.5615,-113.0133,1327.4,MT,BROWNING,-7,19490601-20240402,87.3,75,18940514-19891130,96.0,79.7,41
USC00154955,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,-5,19820701-20221220,80.1,40,19480601-20240504,77.0,17.3,41
USC00421260,37.6565,-112.9918,1970.5,UT,CEDAR CITY 5E,-7,19840401-20240401,94.5,40,19830301-20240430,42.0,85.7,41
USC00488192,42.3703,-106.1049,2151.0,WY,SHIRLEY BASIN,-7,19610619-20181001,77.5,57,19780101-20240331,47.0,85.7,41
USC00011099,34.9809,-85.8101,203.3,AL,BRIDGEPORT 5 NW,-6,19821101-20240301,88.1,42,18960831-20221031,127.0,42.0,41
USC00294862,35.5677,-105.213,1935.2,NM,LAS VEGAS WASTE WATER PLANT,-7,19830616-20230724,78.6,40,19830601-20240503,42.0,74.4,41
USC00164700,30.2002,-92.6641,7.6,LA,JENNINGS,-6,19700301-20100501,76.6,40,18970901-20240504,128.0,98.0,41
USC00099291,32.8861,-85.1838,175.3,GA,WEST POINT,-5,19830203-20240412,85.2,41,18911001-20230626,133.0,81.9,41
USC00395620,43.3061,-100.6558,788.5,SD,MISSION,-6,19730201-20180304,79.7,45,19660602-20130313,48.0,96.2,41
USC00448800,36.9839,-77.0078,34.4,VA,WAKEFIELD 1 NW,-5,19850601-20240307,78.4,39,19821201-20240503,43.0,93.9,40
USC00143686,38.6645,-94.8901,307.8,KS,HILLSDALE LAKE,-6,19851126-20240402,85.5,39,19850201-20240504,40.0,74.9,40
USC00469458,39.2906,-80.7687,245.7,WV,WEST UNION 2,-5,19850101-20240312,83.3,39,19710501-20240331,54.0,91.0,40
USC00411246,32.5066,-97.3444,232.3,TX,BURLESON,-6,19821201-20240328,96.0,42,19850401-20240229,40.0,91.6,40
USC00331466,40.7403,-82.3574,312.4,OH,CHARLES MILL LAKE,-5,19480801-20240401,88.4,76,19390101-19870731,49.0,96.6,40
USC00031140,33.3053,-92.4866,29.0,AR,CALION LOCK & DAM,-6,19851001-20240306,78.8,39,19850901-20240504,40.0,93.6,40
USC00117391,41.518,-90.5647,173.1,IL,ROCK ISLAND L&D 15,-6,19850726-20240402,91.9,39,18660201-20240504,159.0,27.4,40
USC00332651,39.3477,-84.5897,175.3,OH,FAIRFIELD,-5,19851001-20240401,86.7,39,19851001-20240502,40.0,95.6,40
USC00053553,40.4022,-104.6991,1437.1,CO,GREELEY UNC,-7,19850711-20240412,88.9,39,19670301-20240502,58.0,98.6,40
USC00010252,31.3071,-86.5226,76.2,AL,ANDALUSIA 3 W,-6,19800301-20180205,89.1,38,19121005-20180131,107.0,70.6,39
USC00250435,40.45,-95.8,345.0,NE,AUBURN 5 NNE,-6,19861202-20240304,85.6,38,18930101-20240504,132.0,92.3,39
USC00041277,38.2769,-120.3113,1431.0,CA,CALAVERAS BIG TREES,-8,19860710-20240413,87.5,38,19291001-20240331,96.0,92.5,39
USC00291440,33.5311,-105.5947,1975.1,NM,CAPITAN,-7,19760109-20150814,91.7,39,19090701-20140924,106.0,49.9,39
USC00427729,39.6841,-111.2053,2650.8,UT,SCOFIELD-SKYLINE MINE,-7,19860602-20240401,94.9,38,19840701-20240331,41.0,96.1,39
USC00299569,32.3779,-103.7987,1039.7,NM,WASTE ISOLT'N PILOT PLT,-7,19860901-20240304,90.9,38,19860901-20240131,39.0,87.9,39
USC00031457,35.5328,-93.4036,259.1,AR,CLARKSVILLE 6 NE,-6,19611201-20240301,89.4,63,19860201-20240503,39.0,59.2,39
USC00212842,46.9728,-92.87,384.0,MN,FLOODWOOD 3 NE,-6,19861001-20240403,83.6,38,19860701-20240504,39.0,96.3,39
USC00164696,31.6782,-92.1288,43.6,LA,JENA,-6,19860204-20240306,79.6,38,19851101-20240501,40.0,89.3,39
USC00082229,29.0667,-81.2833,8.8,FL,DELAND 3 NE,-5,19860221-20240325,87.9,38,18920101-20240503,133.0,88.0,39
USC00175347,45.2563,-69.0101,128.0,ME,MILO,-5,19750910-20120504,91.7,37,19211001-20120427,92.0,12.9,38
USC00027708,34.8955,-111.7644,1286.3,AZ,SEDONA,-7,19730412-20100901,85.6,37,19431020-20100930,68.0,91.1,38
USC00247425,48.8355,-105.4748,728.5,MT,SCOBEY 4 NW,-7,19790501-20240410,88.2,45,19870601-20240422,38.0,96.1,38
USC00109951,44.8541,-115.5115,1554.5,ID,YELLOWPINE 7 S,-7,19700805-20171019,75.2,47,19700801-20070228,38.0,82.4,38
USC00304912,43.7929,-75.4829,263.0,NY,LOWVILLE,-5,19870414-20240402,88.7,37,18911101-20240504,134.0,94.5,38
USC00354606,44.625,-122.7191,158.5,OR,LACOMB 3 NNE,-8,19870604-20240401,91.6,37,19730301-20240504,52.0,96.6,38
USC00104230,42.9419,-111.4361,2025.1,ID,HENRY,-7,19710923-20121031,83.1,41,19710923-20080131,38.0,41.7,38
USC00230088,37.1527,-91.4438,213.4,MO,ALLEY SPRING RGR STA,-6,19730601-20110608,66.9,38,19730601-20100930,38.0,1.5,38
USC00052965,38.9128,-105.2851,2560.9,CO,FLORISSANT FOSSIL BEDS,-7,19741001-20240402,84.6,50,19881201-20240331,37.0,95.1,37
USC00212645,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,-6,19880823-20240104,87.4,36,19861001-20240405,39.0,95.2,37
USC00417431,31.2286,-101.9472,797.1,TX,RANKIN,-6,19481101-20130903,89.6,65,19480801-19841031,37.0,58.0,37
USC00148250,39.8281,-95.0875,315.5,KS,TROY 3N,-6,19880322-20240405,89.4,36,19480801-20240131,77.0,95.5,37
USC00106250,42.0264,-115.3596,1570.3,ID,MURPHY (DESERT) HOT SPRINGS,-7,19871209-20230603,67.1,36,19871203-20230630,37.0,68.8,37
USC00121873,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,-5,19880201-20240402,86.5,36,19820801-20240504,43.0,92.5,37
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,-6,19880601-20240201,81.1,36,18930101-20240504,132.0,95.9,37
USC00268838,39.6915,-119.29,1219.2,NV,WADSWORTH 4N,-8,19740814-20240417,92.6,50,19740801-20100831,37.0,77.3,37
USC00185934,39.7194,-76.8027,262.1,MD,MILLERS 4 NE,-5,19880310-20240302,90.5,36,19880301-20240504,37.0,100.0,37
USC00221094,31.5447,-90.458,132.6,MS,BROOKHAVEN CITY,-6,19780901-20140505,92.2,36,18931201-20230930,131.0,93.2,37
USC00201486,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,-5,19880802-20240415,82.1,36,19870801-20240503,38.0,98.8,37
USC00232568,38.868,-94.0352,259.1,MO,ELM,-6,19560801-20240201,85.4,68,19881201-20240403,37.0,85.4,37
